0,2684
1,2801
2,3399
3,5406
4,9797
5,9573
6,2479
7,1981
8,3701
9,9636
10,8091
11,2489
12,4219
13,1596
14,6649
15,8450
16,2996
17,2275
18,2388
19,3383
20,2656
21,8454
22,2104
23,4674
24,8503
25,3705
26,4540
27,8511
28,7398
29,2117
30,4798
31,7399
32,7765
33,8137
34,9166
35,6529
36,6551
37,2138
38,5577
39,1964
40,5013
41,9797
42,2372
43,2961
44,2923
45,3246
46,8218
47,7592
48,8790
49,5940
50,5798
51,4194
52,8316
53,3349
54,3956
55,1507
56,1058
57,4399
58,8736
59,6194
60,2661
61,6047
62,1929
63,4444
64,1529
65,8469
66,9965
67,8649
68,5818
69,2681
70,8288
71,6919
72,6039
73,5434
74,2797
75,3408
76,5549
77,1229
78,1156
79,6373
80,9156
81,4138
82,9265
83,4331
84,6611
85,3882
86,5099
87,1572
88,4497
89,5875
90,8438
91,4934
92,8936
93,2543
94,7047
95,6058
96,5469
97,4780
98,2125
99,8931
100,6535
101,3276
102,7238
103,5057
104,4781
105,1909
106,6700
107,7055
108,5991
109,9763
110,8067
111,4119
112,5277
113,8670
114,8478
115,6377
116,5041
117,7938
118,6075
119,1744
120,1546
121,5549
122,8720
123,5570
124,7502
125,1478
126,9428
127,6127
128,1676
129,4970
130,1022
131,8875
132,2556
133,9342
134,2520
135,7887
136,9000
137,3915
138,5666
139,5265
140,1154
141,2668
142,2090
143,4537
144,2503
145,1305
146,8745
147,6742
148,6967
149,5907
150,5784
151,7096
152,3594
153,5492
154,2987
155,2061
156,5171
157,6223
158,1023
159,8186
160,7411
161,4926
162,1885
163,2200
164,6248
165,5027
166,3687
167,8709
168,5187
169,5110
170,6567
171,1309
172,4804
173,4735
174,7323
175,6207
176,8564
177,7341
178,5577
179,4280
180,5201
181,1302
182,9791
183,2276
184,3627
185,3387
186,1801
187,5850
188,8696
189,2422
190,8971
191,5984
192,5995
193,7131
194,1316
195,9382
196,6148
197,8697
198,7743
199,5308
200,1455
201,6759
202,8669
203,8418
204,8383
205,5376
206,4465
207,1745
208,9138
209,4266
210,6872
211,9556
212,5635
213,6036
214,9568
215,6831
216,9581
217,2486
218,4295
219,1213
220,3862
221,5247
222,1664
223,3716
224,7491
225,2740
226,3699
227,1184
228,1472
229,6510
230,7232
231,7723
232,6717
233,5204
234,9342
235,2425
236,9610
237,2338
238,3831
239,6032
240,5459
241,4847
242,4038
243,2722
244,8060
245,3761
246,7147
247,7966
248,4564
249,3409
250,7881
251,6915
252,2895
253,9896
254,1126
255,5348
256,7752
257,3116
258,6155
259,4976
260,2400
261,9004
262,7673
263,5956
264,3934
265,2491
266,9856
267,3696
268,3750
269,4573
270,1998
271,5379
272,8085
273,7321
274,7733
275,7573
276,5522
277,9083
278,3176
279,9102
280,6807
281,7628
282,8920
283,9698
284,7104
285,8069
286,4232
287,4431
288,4377
289,8346
290,9328
291,8767
292,7670
293,3078
294,9653
295,5504
296,4892
297,2047
298,4052
299,1874
300,9433
301,3677
302,8648
303,6463
304,5783
305,9783
306,1398
307,1082
308,7094
309,5311
310,2888
311,5452
312,2550
313,7921
314,3458
315,3716
316,7109
317,2183
318,8062
319,7615
320,9757
321,1454
322,4429
323,5050
324,9283
325,7699
326,5019
327,4205
328,6261
329,3251
330,8153
331,1022
332,2706
333,8380
334,4037
335,4274
336,9229
337,6068
338,9119
339,4006
340,7255
341,4674
342,5679
343,4976
344,9260
345,4178
346,4538
347,5012
348,2190
349,8810
350,2525
351,7230
352,4798
353,1203
354,2384
355,8615
356,2983
357,2478
358,9164
359,8159
360,8672
361,7345
362,9570
363,7370
364,8147
365,2004
366,5371
367,4816
368,6378
369,1264
370,9260
371,2774
372,5888
373,4946
374,3560
375,3586
376,4717
377,1025
378,8436
379,3653
380,4434
381,2296
382,1742
383,4401
384,1087
385,1853
386,7577
387,7904
388,3232
389,6318
390,6804
391,1138
392,5385
393,7386
394,4812
395,7059
396,5191
397,6482
398,6313
399,6905
400,6420
401,9237
402,4859
403,6390
404,4491
405,9717
406,3810
407,1376
408,5556
409,9554
410,8843
411,5951
412,2239
413,3127
414,4414
415,5898
416,8471
417,4542
418,8721
419,1699
420,5220
421,3348
422,6112
423,1208
424,8849
425,1298
426,6031
427,9247
428,6688
429,5742
430,1917
431,3208
432,7635
433,3747
434,4192
435,9079
436,4566
437,3143
438,9931
439,3132
440,9454
441,1824
442,7119
443,1653
444,6912
445,2889
446,3216
447,5268
448,2115
449,8553
450,3936
451,9802
452,1930
453,5106
454,2654
455,9822
456,3511
457,9305
458,3697
459,1103
460,9087
461,3651
462,2402
463,3372
464,8310
465,5469
466,6255
467,5042
468,7635
469,6575
470,4348
471,9732
472,7202
473,9883
474,8929
475,9386
476,3574
477,5560
478,4733
479,6495
480,8962
481,4990
482,1576
483,7975
484,7632
485,4312
486,9563
487,4009
488,2411
489,7327
490,3367
491,2613
492,3722
493,1387
494,1386
495,9156
496,6099
497,9477
498,3151
499,3142
500,3573
501,8536
502,7503
503,7825
504,7598
505,8306
506,2334
507,5907
508,4993
509,8651
510,2269
511,7385
512,7180
513,4380
514,7351
515,1156
516,1920
517,9760
518,4183
519,5682
520,5082
521,2309
522,3413
523,4229
524,2298
525,9887
526,6611
527,2734
528,7707
529,6017
530,9621
531,5768
532,9714
533,4274
534,9353
535,3975
536,4951
537,6661
538,8827
539,4696
540,7088
541,2275
542,5934
543,1145
544,9914
545,8579
546,8229
547,7973
548,6967
549,6078
550,3641
551,1900
552,6982
553,9249
554,7423
555,9678
556,6600
557,8078
558,9786
559,4148
560,9749
561,2454
562,4073
563,7597
564,7942
565,2653
566,4767
567,8742
568,6893
569,4874
570,7712
571,5459
572,8746
573,1063
574,9894
575,7822
576,8766
577,8213
578,8597
579,4325
580,2736
581,7168
582,5568
583,9267
584,9109
585,5523
586,2620
587,4737
588,1732
589,9447
590,4382
591,3013
592,5018
593,2789
594,8681
595,7186
596,7625
597,8463
598,8396
599,9093
600,5060
601,9345
602,6481
603,9459
604,1243
605,2408
606,4724
607,9650
608,9642
609,5044
610,3337
611,9352
612,2516
613,9360
614,1438
615,7576
616,5887
617,9148
618,3299
619,6889
620,2747
621,6896
622,2489
623,3496
624,9345
625,1405
626,9051
627,4770
628,7382
629,9228
630,6644
631,7714
632,8997
633,5102
634,1481
635,4489
636,2553
637,4900
638,6561
639,1212
640,1350
641,9072
642,2416
643,3728
644,8322
645,9804
646,7785
647,2612
648,7029
649,4412
650,1521
651,6341
652,6124
653,5625
654,5689
655,1313
656,7374
657,1794
658,6997
659,9595
660,2172
661,8700
662,4780
663,4880
664,3462
665,7805
666,9392
667,5848
668,5493
669,5036
670,3402
671,8307
672,9136
673,9648
674,8400
675,2732
676,8540
677,5864
678,1204
679,8214
680,3944
681,3558
682,4001
683,3067
684,3961
685,3341
686,9327
687,2739
688,5711
689,2986
690,2743
691,1536
692,4250
693,5875
694,8478
695,4646
696,6820
697,2366
698,9438
699,3605
700,5405
701,2261
702,6903
703,6393
704,8428
705,8885
706,5118
707,9364
708,8530
709,3483
710,7866
711,2180
712,4631
713,9579
714,8083
715,6175
716,1532
717,2988
718,3417
719,1869
720,6054
721,3369
722,3381
723,8350
724,7620
725,4078
726,6847
727,8882
728,1399
729,7451
730,1913
731,5866
732,2520
733,6551
734,1745
735,7779
736,7989
737,4955
738,5057
739,9224
740,4440
741,7889
742,8120
743,9381
744,3604
745,4644
746,1936
747,3887
748,9568
749,1520
750,9574
751,4613
752,5316
753,5840
754,3847
755,6734
756,7178
757,9155
758,5793
759,3018
760,7762
761,8160
762,4461
763,5362
764,2148
765,1514
766,2362
767,3931
768,7869
769,3879
770,5910
771,3023
772,7007
773,1826
774,6802
775,3983
776,1997
777,3896
778,6775
779,9041
780,5949
781,3353
782,5255
783,1705
784,9459
785,1184
786,8572
787,8781
788,9351
789,1196
790,9977
791,8742
792,6620
793,6637
794,8937
795,4186
796,1507
797,7339
798,4353
799,3737
800,7069
801,6684
802,2017
803,2926
804,5932
805,1908
806,2077
807,2324
808,9836
809,4030
810,4165
811,6469
812,2095
813,3621
814,2416
815,9768
816,7606
817,5103
818,3664
819,2316
820,6333
821,3309
822,2505
823,7491
824,6421
825,6784
826,5501
827,3005
828,9784
829,5133
830,6453
831,1230
832,5160
833,9989
834,9368
835,4167
836,6600
837,4518
838,7232
839,4953
840,2132
841,6419
842,4143
843,5063
844,1336
845,1217
846,4840
847,7779
848,1932
849,6265
850,2187
851,7734
852,7836
853,3969
854,8173
855,5123
856,2313
857,3272
858,2781
859,9429
860,1972
861,5204
862,6072
863,3451
864,6750
865,8857
866,1651
867,2219
868,4608
869,2719
870,1467
871,5413
872,5352
873,3630
874,3167
875,7435
876,5295
877,6886
878,2569
879,8270
880,7282
881,9583
882,4387
883,5746
884,4310
885,4047
886,9375
887,3576
888,3702
889,6621
890,2431
891,1806
892,8639
893,5513
894,9366
895,1563
896,6784
897,1230
898,8925
899,3707
900,9541
901,1738
902,1370
903,9576
904,6783
905,7332
906,1081
907,8381
908,3168
909,7220
910,5858
911,5599
912,2424
913,8443
914,6918
915,8805
916,4060
917,9263
918,1374
919,8480
920,6141
921,5668
922,4854
923,2831
924,4816
925,4804
926,6579
927,9485
928,4426
929,1292
930,2586
931,1665
932,6581
933,3155
934,7776
935,2509
936,2715
937,9198
938,7327
939,2018
940,4692
941,4459
942,8770
943,6521
944,3249
945,1127
946,1131
947,8220
948,7675
949,7088
950,2432
951,9926
952,4470
953,6245
954,1922
955,7810
956,9617
957,1648
958,8337
959,7535
960,2691
961,4462
962,1147
963,6862
964,4449
965,5082
966,8070
967,8285
968,9338
969,1526
970,2093
971,6991
972,2263
973,6725
974,8782
975,9355
976,6771
977,8261
978,5735
979,4379
980,9371
981,3716
982,5341
983,4814
984,3609
985,2846
986,8926
987,9905
988,5124
989,2122
990,6715
991,6452
992,2352
993,4490
994,5760
995,6285
996,6651
997,5181
998,6332
999,2771
1000,8344
1001,6152
1002,9950
1003,8614
1004,6786
1005,8996
1006,7183
1007,1101
1008,3802
1009,4497
1010,9824
1011,9979
1012,5053
1013,5359
1014,3660
1015,8230
1016,3238
1017,5227
1018,2117
1019,2570
1020,2567
1021,2955
1022,8928
1023,3477
1024,9106
1025,1148
1026,8864
1027,7919
1028,6333
1029,5176
1030,2332
1031,1245
1032,3210
1033,5603
1034,9923
1035,4789
1036,8709
1037,3376
1038,8362
1039,5468
1040,6738
1041,4726
1042,9769
1043,1278
1044,3521
1045,2627
1046,3514
1047,8642
1048,8247
1049,7288
1050,7365
1051,8949
1052,5703
1053,8575
1054,9298
1055,8536
1056,9486
1057,4365
1058,4287
1059,2571
1060,7191
1061,6964
1062,7132
1063,3098
1064,5428
1065,3700
1066,8947
1067,8144
1068,3627
1069,6610
1070,4139
1071,8338
1072,2776
